PHYS_ACT_PHRASE,Category,METs,calPerHour_METxWtInKGxTimeInHrs
watching little man,16,1.3,104.91
watching little mermaid,16,1.3,104.91
watching little rascals,16,1.3,104.91
watching lmn,16,1.3,104.91
watching lmn movies,16,1.3,104.91
watching madea,16,1.3,104.91
watching madea big happy family,16,1.3,104.91
watching madea family reunion,16,1.3,104.91
watching madea goes,16,1.3,104.91
watching madea witness protection,16,1.3,104.91
watching magic,16,1.3,104.91
watching magic mike,16,1.3,104.91
watching magic mike with,16,1.3,104.91
watching magic mike with my,16,1.3,104.91
watching magic school bus,16,1.3,104.91
watching martin,16,1.3,104.91
watching martin lmao,16,1.3,104.91
watching martin lol,16,1.3,104.91
watching maury,16,1.3,104.91
watching maury lol,16,1.3,104.91
watching mean,16,1.3,104.91
watching mean girls,16,1.3,104.91
watching mean girls with,16,1.3,104.91
watching mean girls with my,16,1.3,104.91
watching movies,16,1.3,104.91
watching movies all,16,1.3,104.91
watching movies all day,16,1.3,104.91
watching movies all night,16,1.3,104.91
watching movies alone,16,1.3,104.91
watching movies and,16,1.3,104.91
watching movies and eating,16,1.3,104.91
watching movies and eating,14,1.5,121.05
watching movies and shit,16,1.3,104.91
watching movies by myself,16,1.3,104.91
watching movies in,16,1.3,104.91
watching movies in bed,16,1,80.7
watching movies in class,16,1.3,104.91
watching movies in my,16,1.3,104.91
watching movies in my bed,16,1,80.7
watching movies on,16,1.3,104.91
watching movies on my,16,1.3,104.91
watching movies on netflix,16,1.3,104.91
watching movies w,16,1.3,104.91
watching movies with,16,1.3,104.91
watching movies with my,16,1.3,104.91
watching movies with the,16,1.3,104.91
watching movies with the fam,16,1.3,104.91
watching mr,16,1.3,104.91
watching my all time favorite movie,16,1.3,104.91
watching my babies,17,2,161.4
watching my baby sleep,17,2,161.4
watching my big,16,1.3,104.91
watching my big fat,16,1.3,104.91
watching my big fat gypsy wedding,16,1.3,104.91
watching my big redneck vacation,16,1.3,104.91
watching my bloody valentine,16,1.3,104.91
watching my boy,17,2,161.4
watching my boys,17,2,161.4
watching my boys play,17,2,161.4
watching my brother,17,2,161.4
watching my cat from hell,16,1.3,104.91
watching my cousin vinny,16,1.3,104.91
watching my fair wedding,16,1.3,104.91
watching my fav,16,1.3,104.91
watching my fav movie,16,1.3,104.91
watching my fav show,16,1.3,104.91
watching my favorite christmas movie,16,1.3,104.91
watching my favorite movie,16,1.3,104.91
watching my favorite show,16,1.3,104.91
watching my favorite tv show,16,1.3,104.91
watching my first episode of,16,1.3,104.91
watching my girl,16,1.3,104.91
watching my lakers,16,1.3,104.91
watching my little,16,1.3,104.91
watching my little cousin play,17,2,161.4
watching my little pony,16,1.3,104.91
watching my movie,16,1.3,104.91
watching my novela,16,1.3,104.91
watching my show,16,1.3,104.91
watching my shows,16,1.3,104.91
watching my sis,16,1.3,104.91
watching my sister,17,2,161.4
watching my sister's keeper,16,1.3,104.91
watching my sisters,17,2,161.4
watching my sisters keeper,16,1.3,104.91
watching my son,17,2,161.4
watching my sweet,16,1.3,104.91
watching my team,16,1.3,104.91
watching my team play,16,1.3,104.91
watching my tv,16,1.3,104.91
watching my week with marilyn,16,1.3,104.91
watching my wife and kids,16,1.3,104.91
watching my wife n kids,16,1.3,104.91
watching netflix,16,1.3,104.91
watching netflix all day,16,1.3,104.91
watching netflix all night,16,1.3,104.91
watching netflix on my,16,1.3,104.91
watching netflix on my phone,16,1.3,104.91
watching old,16,1.3,104.91
watching old disney movies,16,1.3,104.91
watching old episodes,16,1.3,104.91
watching old episodes of,16,1.3,104.91
watching old home videos,16,1.3,104.91
watching old movies,16,1.3,104.91
watching old school,16,1.3,104.91
watching old videos,16,1.3,104.91
watching old videos of,16,1.3,104.91
watching our idiot brother,16,1.3,104.91
watching our show,16,1.3,104.91
watching paranormal,16,1.3,104.91
watching paranormal activity,16,1.3,104.91
watching paranormal entity,16,1.3,104.91
watching paranormal state,16,1.3,104.91
watching paranormal witness,16,1.3,104.91
watching phineas,16,1.3,104.91
watching phineas and ferb,16,1.3,104.91
watching porn,16,1.3,104.91
watching porn in,16,1.3,104.91
watching porn in class,16,1.3,104.91
watching porn lol,16,1.3,104.91
watching porn on,16,1.3,104.91
watching porn online,16,1.3,104.91
watching porn with,16,1.3,104.91
watching pretty in pink,16,1.3,104.91
watching pretty little,16,1.3,104.91
watching pretty little liars,16,1.3,104.91
watching pretty woman,16,1.3,104.91
watching project runway,16,1.3,104.91
watching project x,16,1.3,104.91
watching project x with,16,1.3,104.91
watching project x with my,16,1.3,104.91
watching ridiculousness,16,1.3,104.91
watching rio,16,1.3,104.91
watching rugrats,16,1.3,104.91
watching rugrats go wild,16,1.3,104.91
watching rugrats in paris,16,1.3,104.91
watching scary,16,1.3,104.91
watching scary movie,16,1.3,104.91
watching scary movies,16,1.3,104.91
watching scary movies alone,16,1.3,104.91
watching scream,16,1.3,104.91
watching season,16,1.3,104.91
watching season one of,16,1.3,104.91
watching sex,16,1.3,104.91
watching sex and the city,16,1.3,104.91
watching sex drive,16,1.3,104.91
watching sex in the city,16,1.3,104.91
watching shrek,16,1.3,104.91
watching soccer,16,1.3,104.91
watching some,16,1.3,104.91
watching some baseball,16,1.3,104.91
watching some basketball,16,1.3,104.91
watching some college football,16,1.3,104.91
watching some crazy ass movie,16,1.3,104.91
watching some dumb ass movie,16,1.3,104.91
watching some football,16,1.3,104.91
watching some golf,16,1.3,104.91
watching some hockey,16,1.3,104.91
watching some hoops,16,1.3,104.91
watching some movie,16,1.3,104.91
watching some movie called,16,1.3,104.91
watching some movie on bet,16,1.3,104.91
watching some movies,16,1.3,104.91
watching some netflix,16,1.3,104.91
watching some scary movie,16,1.3,104.91
watching some snl,16,1.3,104.91
watching some soccer,16,1.3,104.91
watching some t,16,1.3,104.91
watching some tv,16,1.3,104.91
watching something borrowed,16,1.3,104.91
watching something borrowed with,16,1.3,104.91
watching something on tv,16,1.3,104.91
watching south beach tow,16,1.3,104.91
watching south park,16,1.3,104.91
watching spongebob,16,1.3,104.91
watching spongebob lol,16,1.3,104.91
watching spongebob now,16,1.3,104.91
watching spongebob right now,16,1.3,104.91
watching spongebob square pants,16,1.3,104.91
watching spongebob squarepants,16,1.3,104.91
watching spongebob w,16,1.3,104.91
watching spongebob with,16,1.3,104.91
watching spongebob with my,16,1.3,104.91
watching spongebob with my nephew,16,1.3,104.91
watching sports,16,1.3,104.91
watching sports center,16,1.3,104.91
watching sportscenter,16,1.3,104.91
watching star trek,16,1.3,104.91
watching star wars,16,1.3,104.91
watching star wars episode,16,1.3,104.91
watching star wars episode iv,16,1.3,104.91
watching star wars for the first time,16,1.3,104.91
watching star wars with,16,1.3,104.91
watching step brothers,16,1.3,104.91
watching step up,16,1.3,104.91
watching step up revolution,16,1.3,104.91
watching super,16,1.3,104.91
watching super bad,16,1.3,104.91
watching super high me,16,1.3,104.91
watching super nanny,16,1.3,104.91
watching super size me,16,1.3,104.91
watching super troopers,16,1.3,104.91
watching svu,16,1.3,104.91
watching t,16,1.3,104.91
watching taken,16,1.3,104.91
watching tangled,16,1.3,104.91
watching ted,16,1.3,104.91
watching ted again,16,1.3,104.91
watching ted for the first time,16,1.3,104.91
watching ted with,16,1.3,104.91
watching teen,16,1.3,104.91
watching teen mom,16,1.3,104.91
watching teen nick,16,1.3,104.91
watching teen titans,16,1.3,104.91
watching teen wolf,16,1.3,104.91
watching that earlier,16,1.3,104.91
watching that game,16,1.3,104.91
watching that last night,16,1.3,104.91
watching that movie,16,1.3,104.91
watching that movie now,16,1.3,104.91
watching that now,16,1.3,104.91
watching that right now,16,1.3,104.91
watching that right now too,16,1.3,104.91
watching that show,16,1.3,104.91
watching that tonight,16,1.3,104.91
watching that too,16,1.3,104.91
watching that too lol,16,1.3,104.91
watching that video,16,1.3,104.91
watching the,16,1.3,104.91
watching the avengers,16,1.3,104.91
watching the avengers with,16,1.3,104.91
watching the debate,16,1.3,104.91
watching the debate and,16,1.3,104.91
watching the debate tonight,16,1.3,104.91
watching the debate with,16,1.3,104.91
watching the fight,16,1.3,104.91
watching the fight at,16,1.3,104.91
watching the fight tonight,16,1.3,104.91
watching the fight w,16,1.3,104.91
watching the first,16,1.3,104.91
watching the first episode of,16,1.3,104.91
watching the first season,16,1.3,104.91
watching the first season of,16,1.3,104.91
watching the game,16,1.3,104.91
watching the game with,16,1.3,104.91
watching the game with my,16,1.3,104.91
watching the grinch,16,1.3,104.91
watching the grinch stole christmas,16,1.3,104.91
watching the grinch who stole christmas,16,1.3,104.91
watching the hangover,16,1.3,104.91
watching the hangover part,16,1.3,104.91
watching the hunger,16,1.3,104.91
watching the hunger games,16,1.3,104.91
watching the hunger games again,16,1.3,104.91
watching the hunger games for the,16,1.3,104.91
watching the hunger games with,16,1.3,104.91
watching the hunger games with my,16,1.3,104.91
watching the last,16,1.3,104.91
watching the last airbender,16,1.3,104.91
watching the last episode,16,1.3,104.91
watching the last episode of,16,1.3,104.91
watching the last exorcism,16,1.3,104.91
watching the last harry potter,16,1.3,104.91
watching the last song,16,1.3,104.91
watching the movie,16,1.3,104.91
watching the new,16,1.3,104.91
watching the new episode,16,1.3,104.91
watching the new episode of,16,1.3,104.91
watching the new family guy,16,1.3,104.91
watching the new girl,16,1.3,104.91
watching the new guy,16,1.3,104.91
watching the new season of,16,1.3,104.91
watching the new show,16,1.3,104.91
watching the news,16,1.3,104.91
watching the news about,16,1.3,104.91
watching the news and,16,1.3,104.91
watching the notebook,16,1.3,104.91
watching the notebook and,16,1.3,104.91
watching the notebook by myself,16,1.3,104.91
watching the notebook for the,16,1.3,104.91
watching the notebook with,16,1.3,104.91
watching the office,16,1.3,104.91
watching the olympics,16,1.3,104.91
watching the olympics and,16,1.3,104.91
watching the olympics at work,16,1.3,104.91
watching the olympics makes me,16,1.3,104.91
watching the olympics opening ceremony,16,1.3,104.91
watching the olympics right now,16,1.3,104.91
watching the olympics with,16,1.3,104.91
watching the olympics with my,16,1.3,104.91
watching the parkers,16,1.3,104.91
watching the show,16,1.3,104.91
watching the voice,16,1.3,104.91
watching the vow,16,1.3,104.91
watching the vow with,16,1.3,104.91
watching the walking dead,16,1.3,104.91
watching them on tv,16,1.3,104.91
watching them play basketball,16,1.3,104.91
watching these games,16,1.3,104.91
watching these guys play,16,1.3,104.91
watching these movies,16,1.3,104.91
watching these old,16,1.3,104.91
watching these shows,16,1.3,104.91
watching these videos,16,1.3,104.91
watching this,16,1.3,104.91
watching this boring ass movie,16,1.3,104.91
watching this christmas,16,1.3,104.91
watching this crazy ass movie,16,1.3,104.91
watching this debate,16,1.3,104.91
watching this documentary about,16,1.3,104.91
watching this documentary on,16,1.3,104.91
watching this episode of,16,1.3,104.91
watching this fight,16,1.3,104.91
watching this football game,16,1.3,104.91
watching this game,16,1.3,104.91
watching this good ass movie,16,1.3,104.91
watching this heat game,16,1.3,104.91
watching this lifetime movie,16,1.3,104.91
watching this movie,16,1.3,104.91
watching this movie on,16,1.3,104.91
watching this movie on bet,16,1.3,104.91
watching this movie on lifetime,16,1.3,104.91
watching this movie on lmn,16,1.3,104.91
watching this old,16,1.3,104.91
watching this old ass movie,16,1.3,104.91
watching this scary ass movie,16,1.3,104.91
watching this scary movie,16,1.3,104.91
watching this season,16,1.3,104.91
watching this show,16,1.3,104.91
watching this show about,16,1.3,104.91
watching this show and,16,1.3,104.91
watching this show called,16,1.3,104.91
watching this show on,16,1.3,104.91
watching this thing on,16,1.3,104.91
watching this video,16,1.3,104.91
watching this video of,16,1.3,104.91
watching this with,16,1.3,104.91
watching titanic,16,1.3,104.91
watching titanic for the first,16,1.3,104.91
watching tom,16,1.3,104.91
watching tom and jerry,16,1.3,104.91
watching tosh,16,1.3,104.91
watching toy story,16,1.3,104.91
watching transformers,16,1.3,104.91
watching transformers dark of,16,1.3,104.91
watching true,16,1.3,104.91
watching true blood,16,1.3,104.91
watching true blood season,16,1.3,104.91
watching true gril with,16,1.3,104.91
watching true grit,16,1.3,104.91
watching true lies,16,1.3,104.91
watching true life,16,1.3,104.91
watching tv,16,1.3,104.91
watching tv and,16,1.3,104.91
watching tv and eating,16,1.3,104.91
watching tv and eating,14,1.5,121.05
watching tv with,16,1.3,104.91
watching tv with my,16,1.3,104.91
watching tv with the,16,1.3,104.91
watching tv with the fam,16,1.3,104.91
watching twilight,16,1.3,104.91
watching twilight again,16,1.3,104.91
watching twilight breaking dawn,16,1.3,104.91
watching twilight eclipse,16,1.3,104.91
watching twilight for the first time,16,1.3,104.91
watching twilight with,16,1.3,104.91
watching two,16,1.3,104.91
watching two and,16,1.3,104.91
watching two and a half men,16,1.3,104.91
watching two can play that game,16,1.3,104.91
watching ufc,16,1.3,104.91
watching videos,16,1.3,104.91
watching videos of,16,1.3,104.91
watching videos on,16,1.3,104.91
watching videos on youtube,16,1.3,104.91
watching white chicks,16,1.3,104.91
watching white christmas,16,1.3,104.91
watching white christmas with,16,1.3,104.91
watching white collar,16,1.3,104.91
watching youtube,16,1.3,104.91
watching youtube videos,16,1.3,104.91
watching youtube vids,16,1.3,104.91
watchingg family guy,16,1.3,104.91
watchingg maury,16,1.3,104.91
watchingg spongebob,16,1.3,104.91
watchingg tv,16,1.3,104.91
water aerobics,39,5.5,443.85
water polo practice,39,10,807
water rafting,39,5,403.5
water skiing,39,7,564.9
watering plants,9,2.5,201.75
watering the plants,9,2.5,201.75
watering the plants,19,1.5,121.05
we gon eat,35,1.5,121.05
we gone eat,35,1.5,121.05
we gonna eat,35,1.5,121.05
we was on the phone,25,1.5,121.05
we was on the phone for,25,1.5,121.05
we went shopping,13,2.3,185.61
we'll dance,7,7.8,629.46
we'll eat,35,1.5,121.05
we'll watch it,16,1.3,104.91
we're cooking,10,3.5,282.45
we're dancing,7,7.8,629.46
we're done eating,35,1.5,121.05
we're eating,35,1.5,121.05
we're eating at,35,1.5,121.05
we're going shopping,13,2.3,185.61
we're going shopping for booze,13,2.3,185.61
we're going to eat,35,1.5,121.05
we're just sitting here,22,1.3,104.91
we're on a boat,39,1.3,104.91
we're on the phone,25,1.5,121.05
we're reading,25,1.5,121.05
we're shopping,13,2.3,185.61
we're sitting,22,1.3,104.91
we're sitting in,22,1.3,104.91
we're sitting next,22,1.3,104.91
we're sitting right next,22,1.3,104.91
we're walking,37,3.5,282.45
we're watching,16,1.3,104.91
we're watching a movie,16,1.3,104.91
we're watching it,16,1.3,104.91
we've been sitting here for,22,1.3,104.91
we've watched,16,1.3,104.91
wear my hair up,34,2.5,201.75
wearing makeup today,34,2,161.4
weave shopping,13,2.3,185.61
wedding dress shopping,13,2.3,185.61
wedding dress shopping with,13,2.3,185.61
wedding dress shopping with my,13,2.3,185.61
wedding shopping,13,2.3,185.61
wednesday lunch hike http,38,6,484.2
wednesday night hike,38,6,484.2
weekly groceries,12,2.3,185.61
weekly grocery shopping,12,2.3,185.61
weekly grocery shopping,12,2.3,185.61
weekly shopping,13,2.3,185.61
weekly shopping trip,13,2.3,185.61
weekly walk,37,3.5,282.45
weight lifting,4,5,403.5
weight lifting today,4,5,403.5
well i'm watching it,16,1.3,104.91
well needed haircut,34,1.3,104.91
wen i get out da shower,34,2,161.4
went black friday shopping,13,2.3,185.61
went bowling,36,3.8,306.66
went downstairs,37,3.5,282.45
went fishing,8,3.5,282.45
went fishing today,8,3.5,282.45
went for a nice run,33,11.8,952.26
went for a run,33,11.8,952.26
went for a run and,33,11.8,952.26
went for a swim,39,5.3,427.71
went for a walk,37,3.5,282.45
went for a walk and,37,3.5,282.45
went grocery shopping,12,2.3,185.61
went grocery shopping and,12,2.3,185.61
went grocery shopping and,13,2.3,185.61
went hiking,38,6,484.2
went hunting,8,3.5,282.45
went on a bike ride,1,4,322.8
went on a bike ride with my,1,4,322.8
went on a run,33,11.8,952.26
went on a shopping spree,13,2.3,185.61
went on a walk,37,3.5,282.45
went on a walk with,37,3.5,282.45
went out to eat,35,1.5,121.05
went out to eat and,35,1.5,121.05
went out to eat w,35,1.5,121.05
went running,33,11.8,952.26
