activity,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
"eat a taco",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"eat a twinkie",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat a whole",2,3,3,7,0,1,0,0,2,5,0,3,0,1,1,0,0,1,2,4,4,2,1,2,0,0,0,0,3,1,5,2,0,1,2,1,6,1,2,0,2,8,0,0,3,1,1,0,0
"eat a whole bag of",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"eat a whole box of",0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"eat after",3,4,0,15,2,2,2,2,6,5,0,7,5,1,1,3,5,0,5,3,3,1,0,0,0,2,3,1,7,1,10,4,0,10,3,0,9,0,2,0,6,15,0,0,10,1,1,0,0
"eat after church",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"eat after this",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"eat after work",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"eat again",3,2,3,12,0,4,1,1,10,12,1,4,2,0,2,3,9,1,7,6,8,2,3,5,1,2,2,0,4,1,13,10,0,5,1,1,12,1,4,0,6,19,0,0,10,2,0,2,0
"eat again lol",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"eat all",4,2,4,19,0,2,2,1,13,16,0,4,0,3,1,3,6,0,6,2,5,0,4,3,1,1,1,0,7,0,9,8,0,8,3,1,5,1,5,0,1,12,1,0,7,3,0,1,0
"eat all day",4,1,2,15,1,2,2,3,11,7,0,9,2,2,3,4,10,0,9,3,9,2,3,3,0,0,3,0,10,0,8,4,0,15,2,1,15,1,4,0,1,14,0,0,4,1,2,1,0
"eat all my food",1,0,0,2,0,2,0,0,1,2,0,1,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3,0,1,0,1,2,1,0,0,0,2,0,0,2,0,0,0,0
"eat all of",0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,0,0,0,1,0,1,0,0,2,1,0,3,0,1,0,0,1,1,0,0,0,1,0,0
"eat all of it",1,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"eat all of that",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"eat all of them",0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
"eat all of this",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
"eat all that",1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0
"eat all that food",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat all the",3,1,0,12,1,4,0,0,7,5,0,4,3,0,0,2,1,0,3,3,8,3,0,0,0,0,3,0,6,0,7,1,0,3,1,3,3,0,0,0,2,9,0,0,3,2,1,2,0
"eat all the cookies",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat all the food",0,1,0,10,0,0,1,0,1,1,0,0,1,2,0,1,0,0,0,2,3,0,1,0,0,0,1,0,3,0,1,1,0,6,0,1,0,0,3,0,0,3,1,0,1,0,0,0,0
"eat all the ice cream",1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat all the time",0,0,1,1,1,2,0,0,1,3,1,0,2,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,1,2,1,0,2,0,2,0,2,9,0,0,1,0,1,0,0
"eat all this",0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"eat all this food",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"eat alone",0,1,0,13,0,1,1,1,2,2,0,1,1,1,1,1,1,0,5,2,0,1,1,2,0,1,0,0,4,2,2,2,0,5,0,0,1,0,3,0,4,4,0,0,1,2,0,0,0
"eat alot",1,4,0,12,1,0,0,1,5,11,0,4,1,1,0,1,4,0,3,2,4,2,2,0,0,0,1,0,3,0,3,5,0,2,0,1,2,0,2,0,3,12,0,0,4,0,0,3,0
"eat already",1,1,0,10,0,1,1,1,5,2,0,2,2,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,1,1,0,2,0,0,8,1,0,1,0,0,0,0
"eat an",1,0,0,3,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1,0,0
"eat an apple",0,0,2,5,0,0,0,0,2,2,0,2,2,0,0,1,1,0,1,2,0,2,0,1,0,0,1,1,3,0,1,1,0,4,0,0,2,0,1,0,1,2,0,0,0,1,0,0,0
"eat an entire",1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"eat an oreo",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"eat and",13,7,10,70,4,5,4,5,40,28,0,14,11,4,1,14,16,0,18,16,19,4,14,10,0,2,9,0,24,2,28,17,1,45,5,1,23,0,12,3,22,63,3,2,26,7,8,7,0
"eat and chill",1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"eat and do",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat and drink",1,1,0,13,1,0,0,2,17,2,0,4,4,1,1,0,1,1,5,3,4,2,1,4,0,0,3,0,5,0,9,1,2,7,2,0,10,0,0,0,0,9,1,0,2,0,2,1,0
"eat and eat",1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat and eat and",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat and eat and eat",0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0
"eat and get",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
"eat and get ready",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"eat and go",0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"eat and go back to sleep",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0
"eat and go home",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat and go to",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0
"eat and go to bed",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
"eat and go to sleep",1,0,1,2,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,1,0,2,4,0,0,1,0,0,0,0
"eat and lay down",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0
"eat and leave",0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"eat and nap",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat and relax",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"eat and run",0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat and shop",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"eat and shop",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"eat and shower",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat and shower",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat and sleep",0,3,3,12,3,1,1,0,14,9,0,5,5,1,1,3,8,0,7,6,10,0,3,2,0,1,2,0,9,3,8,6,1,12,0,3,9,4,4,0,8,14,1,0,9,0,2,0,0
"eat and smoke",0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat and study",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat and stuff",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"eat and take a nap",1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
"eat and then",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
"eat and tweet",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0
"eat and watch",3,0,1,2,0,1,0,0,1,1,0,3,0,0,0,1,2,0,0,2,1,3,0,1,0,0,0,0,5,0,0,2,0,4,0,2,6,0,0,0,1,8,0,0,0,0,0,1,0
"eat and watch",3,0,1,2,0,1,0,0,1,1,0,3,0,0,0,1,2,0,0,2,1,3,0,1,0,0,0,0,5,0,0,2,0,4,0,2,6,0,0,0,1,8,0,0,0,0,0,1,0
"eat and watch movies",0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"eat and watch movies",0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"eat and watch tv",0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
"eat and watch tv",0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
"eat another",0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"eat any of",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"eat anything else",1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"eat b",1,0,0,1,0,0,1,0,5,3,0,7,2,0,1,0,6,0,2,0,1,0,1,1,0,0,0,0,1,0,2,3,0,2,1,0,1,0,0,0,3,3,0,0,0,0,0,1,0
"eat bacon",0,3,1,2,2,1,0,0,2,2,0,3,0,1,1,0,0,0,1,1,2,1,0,1,0,1,1,0,0,0,4,0,0,2,1,0,1,1,0,1,0,6,1,0,1,0,0,0,0
"eat because i'm bored",0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"eat because i'm hungry",1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"eat because i'm unhappy",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"eat beef",1,0,1,1,0,0,0,0,1,4,0,3,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"eat before",2,2,0,12,1,2,2,1,8,10,0,10,6,2,2,2,3,0,6,6,3,1,3,3,0,0,0,0,6,0,9,4,0,9,1,0,7,0,2,1,5,14,0,0,3,3,1,3,0
"eat before bed",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"eat before class",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"eat before i",0,1,0,5,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0
"eat before i go",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"eat before or after",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"eat before practice",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"eat before work",0,0,0,2,0,1,0,0,3,2,0,1,1,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0
"eat bread",0,0,0,4,0,0,0,1,1,3,0,0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2,0,0,0,0,3,0,1,1,0,0,0,0
"eat breakfast",8,12,9,74,4,6,2,0,26,30,0,25,6,4,2,4,19,1,19,8,25,7,10,13,1,2,5,1,15,1,24,17,2,22,2,2,27,3,16,0,14,50,1,1,16,6,3,9,0
"eat breakfast at",0,1,1,0,3,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,2,3,1,0,1,1,1,0,0
"eat breakfast today",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"eat breakfast with",0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,0,1,0,1,5,1,0,0,0,0,0,0
"eat breakfast with me",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"eat buffet",1,1,0,3,0,1,0,0,2,4,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,1,1,1,2,0,0,3,0,0,0,0
"eat cake for breakfast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"eat candy",0,1,0,3,0,0,0,0,1,1,0,3,4,1,0,0,1,0,0,3,3,0,1,3,0,0,0,0,1,0,2,3,0,2,1,0,1,0,1,0,1,3,1,0,0,2,0,0,0
"eat cereal",4,1,3,14,4,1,1,0,6,10,0,3,2,4,4,3,6,0,5,5,4,2,2,3,0,0,0,0,6,2,5,8,0,5,0,0,1,0,5,0,4,21,1,0,6,1,1,4,0
"eat cereal at night",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"eat cheese",0,0,0,6,0,0,0,0,1,0,0,1,3,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"eat chicken",2,0,4,11,2,1,0,0,11,9,0,6,4,1,1,1,8,0,6,1,2,2,4,3,0,2,2,0,2,1,9,3,0,4,0,1,10,1,1,0,4,11,1,0,2,2,1,1,0
"eat chicken wings",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat chinese",1,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,3,0,3,1,0,2,0,1,0,1,7,0,0,0,1,2,0,0
"eat chinese food",0,0,0,8,0,0,0,2,3,3,0,2,1,1,0,0,1,1,5,4,2,3,0,1,0,1,0,1,2,0,6,3,0,2,1,0,4,0,2,0,1,3,0,1,5,0,0,0,0
"eat chinese tonight",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"eat chipotle",0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0
"eat chips",0,1,0,9,0,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,2,3,0,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0
"eat chips and salsa",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"eat chocolate",0,0,0,6,0,1,0,0,3,2,0,6,5,0,0,0,1,0,2,3,3,0,1,2,0,0,0,0,3,0,4,2,0,5,2,1,3,0,3,0,0,8,0,1,2,0,0,0,0
"eat cookies",0,0,0,10,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,1,0,4,2,0,6,0,2,1,0,1,0,2,1,0,0,2,2,0,2,0
"eat da",0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"eat dat",1,0,0,0,0,0,0,1,4,1,0,1,0,1,0,1,6,0,2,0,1,1,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,2,2,0,0,4,0,0,0,0
"eat dinner",10,4,2,56,4,5,7,1,33,19,0,22,12,3,3,12,10,0,15,11,15,3,4,12,1,1,7,0,15,2,39,23,0,26,4,2,26,1,18,0,13,31,0,1,22,6,4,10,0
"eat dinner and",0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"eat dinner at",0,0,0,3,0,1,0,0,3,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,2,0,1,0,0,2,1,0,2,0,0,0,0
"eat dinner now",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"eat dis",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"eat eat",1,1,0,4,1,0,2,3,1,5,0,2,2,0,0,0,3,0,6,1,1,4,0,1,0,0,0,0,5,0,3,1,0,3,1,1,2,1,0,0,0,4,1,0,3,1,0,0,0
"eat eat and eat",0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat eat eat",1,1,5,9,0,1,0,1,8,7,0,6,3,0,1,1,1,0,1,2,2,2,3,0,0,2,2,0,9,0,7,4,0,3,1,1,5,1,2,0,5,6,1,0,4,0,0,0,0
"eat eat time",2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eat eggs",0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
"eat em",4,1,2,7,0,2,1,0,4,7,0,7,6,1,0,1,6,0,2,1,5,1,1,1,0,0,2,0,1,0,5,3,0,3,0,0,2,0,1,0,5,6,0,1,3,1,1,0,0
"eat em all",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"eat enough",0,0,1,3,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,1,1,2,0,1,0,1,2,0,0,0,0,1,1,0
"eat every",0,0,0,1,1,0,0,0,0,5,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,3,4,0,2,0,0,4,0,1,0,1,7,0,0,0,2,1,0,0
"eat every hour",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"eat every night",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"eat everything",4,2,2,25,1,4,3,0,14,9,1,14,1,2,1,3,6,0,11,7,9,5,3,5,0,1,3,0,16,1,16,5,0,15,8,3,11,2,5,2,1,18,1,0,6,5,0,3,0
